"timestamp","page_group","geo_cc","geo_rg","geo_city","geo_org","geo_netspeed","user_agent_family","user_agent_major","user_agent_os","user_agent_osversion","user_agent_model","referrer","page_index","navigation_type","params_dom_sz","params_dom_ln","params_dom_script","params_dom_img","timers_t_done","timers_t_resp","timers_t_page","tcp_windows","nodes_1000","scripts_10","imgs_10","datetime","dt_year","dt_month","dt_week","dt_day","dt_hour","dt_6hour","dt_12hour","dt_minute","dt_5min","dt_15min","dt_20min","dt_30min"
1409608799971,"class","DE","DE:: 06","DE:: 06:: Hanover","Vodafone DSL","Cable/DSL","Safari","Safari:: 7","Mac OS X","Mac OS X:: 10",NA,"www.staples.com","11th+ Page","cookie",680844,4515,158,56,5568,2571,2997,"32 TCP Windows","5K Nodes","160 Scripts","60 Images","2014-09-01T21:59:59.971",2014,9,36,1,21,18,12,59,55,45,40,30
1409608799976,"category","US","US:: NC","US:: NC:: Fleetwood","SkyBest Communications","Cable/DSL","IE","IE:: 11","Windows 7",NA,NA,"www.bing.com","3rd-10th Page","navigation",395540,1734,118,23,7853,435,7418,"16 TCP Windows","2K Nodes","120 Scripts","40 Images","2014-09-01T21:59:59.976",2014,9,36,1,21,18,12,59,55,45,40,30
1409608799994,"yourcart","US","US:: CA","US:: CA:: Yorba Linda","EarthLink","Cable/DSL","Firefox","Firefox:: 31","Windows 7",NA,NA,"www.staples.com","11th+ Page","navigation",399863,1755,117,9,2662,1448,1214,"16 TCP Windows","2K Nodes","120 Scripts","20 Images","2014-09-01T21:59:59.994",2014,9,36,1,21,18,12,59,55,45,40,30
1409608800076,"EasyCheckout - AddAddress","US","US:: NC","US:: NC:: Durham","Time Warner Cable","Cable/DSL","Chrome","Chrome:: 36","Windows 7",NA,NA,NA,"11th+ Page","manual",199064,540,105,8,1605,NA,NA,"8 TCP Windows","1K Nodes","120 Scripts","20 Images","2014-09-01T22:00:00.076",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800126,"searchresults","US","US:: CO","US:: CO:: Parker","CenturyLink","Corporate","IE","IE:: 9","Windows 7",NA,NA,"www.staples.com","11th+ Page","navigation",553645,5266,140,31,6674,3230,3444,"32 TCP Windows","6K Nodes","140 Scripts","40 Images","2014-09-01T22:00:00.126",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800140,"skuskuset","US","US:: VA","US:: VA:: Roanoke","Cox Communications","Cable/DSL","Firefox","Firefox:: 31","Windows 8.1",NA,NA,"www.staples.com","3rd-10th Page","navigation",508961,2776,147,36,2289,312,1977,"32 TCP Windows","3K Nodes","160 Scripts","40 Images","2014-09-01T22:00:00.14",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800162,"skuskuset","US",NA,NA,"Comcast Cable","Cable/DSL","IE","IE:: 11","Windows 7",NA,NA,"www.google.com","Entry Page","navigation",465487,2216,148,18,11595,1381,10214,"16 TCP Windows","3K Nodes","160 Scripts","20 Images","2014-09-01T22:00:00.162",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800182,"dailydealstemplate","US","US:: CA","US:: CA:: San Francisco","Verizon Internet Services","Cable/DSL","Firefox","Firefox:: 31","Windows 7",NA,NA,"www.staples.com","2nd Page","navigation",913327,4350,109,223,5019,497,4522,"32 TCP Windows","5K Nodes","120 Scripts","240 Images","2014-09-01T22:00:00.182",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800199,"yourcart","US",NA,NA,"Hughes Network Systems","Cable/DSL","IE","IE:: 10","Windows 8",NA,NA,"www.staples.com","11th+ Page","navigation",369040,2231,109,19,31749,7567,24182,"16 TCP Windows","3K Nodes","120 Scripts","20 Images","2014-09-01T22:00:00.199",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800255,"skuskuset","US",NA,NA,"Fuse Internet Access","Cable/DSL","Firefox","Firefox:: 31","Windows 7",NA,NA,"www.google.com","Entry Page","navigation",509397,2572,149,22,9041,1991,7050,"32 TCP Windows","3K Nodes","160 Scripts","40 Images","2014-09-01T22:00:00.255",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800291,"skuskuset","US","US:: LA","US:: LA:: Shreveport","Comcast Cable","Cable/DSL","Chrome","Chrome:: 36","Windows 8.1",NA,NA,NA,"11th+ Page","navigation",467625,2224,146,17,4844,2348,2496,"16 TCP Windows","3K Nodes","160 Scripts","20 Images","2014-09-01T22:00:00.291",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800304,"home","US","US:: CA","US:: CA:: Martinez","AT&T U-verse","Cable/DSL","IE","IE:: 11","Windows 7",NA,NA,NA,"Entry Page","navigation",444638,2415,113,49,14059,1004,13055,"16 TCP Windows","3K Nodes","120 Scripts","60 Images","2014-09-01T22:00:00.304",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800311,"skuskuset","US","US:: NY","US:: NY:: Bay Shore","Verizon FiOS","Cable/DSL","IE","IE:: 11","Windows 7",NA,NA,"www.staples.com","11th+ Page","navigation",454433,2173,147,17,7482,1171,6311,"16 TCP Windows","3K Nodes","160 Scripts","20 Images","2014-09-01T22:00:00.311",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800331,"searchresults","US","US:: CA","US:: CA:: Cupertino","Comcast Cable","Cable/DSL","IE","IE:: 11","Windows 8.1",NA,NA,"www.staples.com","3rd-10th Page","navigation",516460,3226,144,49,4169,2018,2151,"32 TCP Windows","4K Nodes","160 Scripts","60 Images","2014-09-01T22:00:00.331",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800384,"dailydealstemplate","US","US:: NY","US:: NY:: Oceanside","Optimum Online","Cable/DSL","Safari","Safari:: 5","Mac OS X","Mac OS X:: 10",NA,"www.staples.com","2nd Page","cookie",912690,4379,109,223,4505,NA,NA,"32 TCP Windows","5K Nodes","120 Scripts","240 Images","2014-09-01T22:00:00.384",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800423,"searchresults","US","US:: OH","US:: OH:: Columbus","Time Warner Cable","Cable/DSL","IE","IE:: 11","Windows 8.1",NA,NA,"www.staples.com","3rd-10th Page","navigation",506809,3021,146,31,3480,1436,2044,"32 TCP Windows","4K Nodes","160 Scripts","40 Images","2014-09-01T22:00:00.423",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800438,"category","US","US:: NE","US:: NE:: Lincoln","Time Warner Cable","Cable/DSL","Chrome","Chrome:: 36","Windows 7",NA,NA,"www.staples.com","11th+ Page","navigation",387319,1661,117,11,2168,181,1987,"16 TCP Windows","2K Nodes","120 Scripts","20 Images","2014-09-01T22:00:00.438",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800444,"searchnoresults","US","US:: UT","US:: UT:: Draper","Comcast Cable","Cable/DSL","IE","IE:: 11","Windows 7",NA,NA,"www.staples.com","11th+ Page","navigation",391284,1675,114,7,4434,2475,1959,"16 TCP Windows","2K Nodes","120 Scripts","20 Images","2014-09-01T22:00:00.444",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800454,"dailydealstemplate","US","US:: PA","US:: PA:: Lancaster","Comcast Cable","Cable/DSL","IE","IE:: 11","Windows 7",NA,NA,"www.staples.com","2nd Page","navigation",902203,4352,110,223,3898,273,3625,"32 TCP Windows","5K Nodes","120 Scripts","240 Images","2014-09-01T22:00:00.454",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800461,"easycheckoutorderconf","US","US:: UT","US:: UT:: Roosevelt","UBTANET","Cable/DSL","Chrome","Chrome:: 36","Windows 7",NA,NA,"www.staples.com","Entry Page","navigation",200716,418,116,9,3027,386,2641,"8 TCP Windows","1K Nodes","120 Scripts","20 Images","2014-09-01T22:00:00.461",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800506,"skuskuset","US",NA,NA,"Siemens Medical Solutions Health Services Corporat","Corporate","Chrome","Chrome:: 34","Windows 7",NA,NA,"www.staples.com","11th+ Page","navigation",522293,2883,148,43,2908,483,2425,"32 TCP Windows","3K Nodes","160 Scripts","60 Images","2014-09-01T22:00:00.506",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800507,"class","US","US:: MO","US:: MO:: Columbia","CenturyLink","Cable/DSL","Chrome","Chrome:: 37","Windows XP",NA,NA,"www.staples.com","3rd-10th Page","navigation",740250,5073,158,80,6988,2733,4255,"32 TCP Windows","6K Nodes","160 Scripts","80 Images","2014-09-01T22:00:00.507",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800531,"login","US","US:: NM","US:: NM:: Albuquerque","CenturyLink","Cable/DSL","Safari","Safari:: 6","Mac OS X","Mac OS X:: 10",NA,"www.staples.com","11th+ Page","cookie",17681,127,20,2,6221,5350,871,"1 TCP Windows","1K Nodes","20 Scripts","20 Images","2014-09-01T22:00:00.531",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800534,"class","US","US:: MA","US:: MA:: Framingham","The Paper Company","Corporate","IE","IE:: 8","Windows 7",NA,NA,NA,"11th+ Page","none",489953,4890,154,53,5096,892,4204,"32 TCP Windows","5K Nodes","160 Scripts","60 Images","2014-09-01T22:00:00.534",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800535,"searchresults","US","US:: MA","US:: MA:: Framingham","The Paper Company","Corporate","IE","IE:: 8","Windows XP",NA,NA,"www.staples.com","11th+ Page","none",451216,3976,129,29,11565,893,10672,"16 TCP Windows","4K Nodes","140 Scripts","40 Images","2014-09-01T22:00:00.535",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800556,"dailydealstemplate","US","US:: MA","US:: MA:: Framingham","The Paper Company","Corporate","IE","IE:: 8","Windows 7",NA,NA,NA,"3rd-10th Page","none",628639,6463,107,223,4161,892,3269,"32 TCP Windows","7K Nodes","120 Scripts","240 Images","2014-09-01T22:00:00.556",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800619,"class","US","US:: RI","US:: RI:: Woonsocket","Verizon FiOS","Cable/DSL","IE","IE:: 11","Windows 7",NA,NA,"www.staples.com","3rd-10th Page","navigation",635997,4246,161,47,3559,1950,1609,"32 TCP Windows","5K Nodes","180 Scripts","60 Images","2014-09-01T22:00:00.619",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800651,"searchresults","US","US:: CA","US:: CA:: Oceanside","AT&T Internet Services","Cable/DSL","Firefox","Firefox:: 31","Mac OS X","Mac OS X:: 10",NA,"www.staples.com","11th+ Page","navigation",567495,3814,141,36,5389,3119,2270,"32 TCP Windows","4K Nodes","160 Scripts","40 Images","2014-09-01T22:00:00.651",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800678,"login","US","US:: CA","US:: CA:: Hesperia","Verizon FiOS","Cable/DSL","Firefox","Firefox:: 31","Windows XP",NA,NA,"www.staples.com","11th+ Page","navigation",17692,121,21,2,1571,750,821,"1 TCP Windows","1K Nodes","40 Scripts","20 Images","2014-09-01T22:00:00.678",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800725,"home","US","US:: TX",NA,"AT&T Wireless","Cellular","Mobile Safari","Mobile Safari:: 6","iOS","iOS:: 6","iPhone","www.staples.com","Entry Page","none",242676,1549,46,21,44053,1416,42637,"16 TCP Windows","2K Nodes","60 Scripts","40 Images","2014-09-01T22:00:00.725",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800738,"dailydealstemplate","US","US:: PA","US:: PA:: Allentown","RCN","Cable/DSL","Firefox","Firefox:: 31","Windows 8.1",NA,NA,"www.staples.com","2nd Page","navigation",909306,4349,109,223,2164,211,1953,"32 TCP Windows","5K Nodes","120 Scripts","240 Images","2014-09-01T22:00:00.738",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800767,"login","US","US:: IN","US:: IN:: Noblesville","Comcast Cable","Cable/DSL","Chrome","Chrome:: 37","Mac OS X","Mac OS X:: 10",NA,"www.staples.com","3rd-10th Page","navigation",17631,124,20,2,1845,926,919,"1 TCP Windows","1K Nodes","20 Scripts","20 Images","2014-09-01T22:00:00.767",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800771,"yourcart","US","US:: MD","US:: MD:: Baltimore","Verizon Internet Services","Cable/DSL","Chrome","Chrome:: 36","Windows 7",NA,NA,"www.staples.com","11th+ Page","navigation",431839,2140,116,21,5315,1061,4254,"16 TCP Windows","3K Nodes","120 Scripts","40 Images","2014-09-01T22:00:00.771",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800782,"searchresults","US","US:: MI","US:: MI:: Detroit","Comcast Cable","Cable/DSL","Chrome","Chrome:: 36","Windows 7",NA,NA,"www.staples.com","11th+ Page","navigation",522862,3213,144,32,3701,2097,1604,"32 TCP Windows","4K Nodes","160 Scripts","40 Images","2014-09-01T22:00:00.782",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800814,"searchresults","US","US:: IL","US:: IL:: Palatine","Comcast Cable","Cable/DSL","IE","IE:: 9","Windows 7",NA,NA,"www.staples.com","3rd-10th Page","navigation",369137,2198,124,21,7582,3607,3975,"16 TCP Windows","3K Nodes","140 Scripts","40 Images","2014-09-01T22:00:00.814",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800817,"yourcart","US","US:: CA","US:: CA:: Hesperia","Charter Communications","Cable/DSL","Chrome","Chrome:: 36","Windows 7",NA,NA,"www.staples.com","11th+ Page","navigation",388388,1654,114,7,2754,1241,1513,"16 TCP Windows","2K Nodes","120 Scripts","20 Images","2014-09-01T22:00:00.817",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800872,"login","US","US:: MA","US:: MA:: Acton","Verizon FiOS","Cable/DSL","IE","IE:: 9","Windows Vista",NA,NA,"www.staples.com","11th+ Page","navigation",13813,105,14,1,973,61,912,"1 TCP Windows","1K Nodes","20 Scripts","20 Images","2014-09-01T22:00:00.872",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800930,"searchresults","US","US:: NY","US:: NY:: Bronx","Optimum Online","Cable/DSL","Safari","Safari:: 7","Mac OS X","Mac OS X:: 10",NA,"www.staples.com","3rd-10th Page","cookie",568956,4076,146,32,2914,1902,1012,"32 TCP Windows","5K Nodes","160 Scripts","40 Images","2014-09-01T22:00:00.93",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800956,"searchresults","US","US:: TN","US:: TN:: Johnson City","CenturyLink","Cable/DSL","IE","IE:: 9","Windows Vista",NA,NA,"www.staples.com","3rd-10th Page","navigation",496364,4205,134,30,11527,3445,8082,"32 TCP Windows","5K Nodes","140 Scripts","40 Images","2014-09-01T22:00:00.956",2014,9,36,1,22,18,12,0,0,0,0,0
1409608800978,"dailydealstemplate","US","US:: NY","US:: NY:: Middletown","Frontier Communications","Cable/DSL","IE","IE:: 10","Windows 8",NA,NA,"www.staples.com","2nd Page","navigation",802650,4346,105,222,7947,365,7582,"32 TCP Windows","5K Nodes","120 Scripts","240 Images","2014-09-01T22:00:00.978",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801031,"skuskuset","US","US:: PA","US:: PA:: Norristown","Verizon FiOS","Cable/DSL","Safari","Safari:: 7","Mac OS X","Mac OS X:: 10",NA,"www.staples.com","3rd-10th Page","cookie",473809,2316,149,18,1860,621,1239,"16 TCP Windows","3K Nodes","160 Scripts","20 Images","2014-09-01T22:00:01.031",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801094,"searchresults","US","US:: CT","US:: CT:: Torrington","Optimum Online","Cable/DSL","IE","IE:: 11","Windows 8.1",NA,NA,"www.staples.com","11th+ Page","navigation",524983,3432,145,36,2527,894,1633,"32 TCP Windows","4K Nodes","160 Scripts","40 Images","2014-09-01T22:00:01.094",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801121,"class","US","US:: KY","US:: KY:: Elizabethtown","Windstream Communications","Cable/DSL","Chrome","Chrome:: 36","Windows 7",NA,NA,"www.staples.com","3rd-10th Page","navigation",633546,4032,158,57,5668,1961,3707,"32 TCP Windows","5K Nodes","160 Scripts","60 Images","2014-09-01T22:00:01.121",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801131,"skuskuset","US","US:: MD","US:: MD:: Frederick","Comcast Cable","Cable/DSL","Iceweasel","Iceweasel:: 24","Linux",NA,NA,"www.staples.com","11th+ Page","navigation",468407,2280,146,17,5657,443,5214,"16 TCP Windows","3K Nodes","160 Scripts","20 Images","2014-09-01T22:00:01.131",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801187,"class","US","US:: MA","US:: MA:: Hingham","Verizon FiOS","Cable/DSL","Chrome","Chrome:: 36","Windows 7",NA,NA,"www.staples.com","3rd-10th Page","navigation",618265,3865,156,52,3308,1401,1907,"32 TCP Windows","4K Nodes","160 Scripts","60 Images","2014-09-01T22:00:01.187",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801205,"searchresults","US","US:: CA","US:: CA:: Agoura Hills","AT&T U-verse","Cable/DSL","Chrome","Chrome:: 37","Mac OS X","Mac OS X:: 10",NA,"www.google.com","Entry Page","navigation",472651,2560,139,25,6021,2079,3942,"16 TCP Windows","3K Nodes","140 Scripts","40 Images","2014-09-01T22:00:01.205",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801216,"skuskuset","US","US:: NH","US:: NH:: Nashua","Comcast Cable","Cable/DSL","Firefox","Firefox:: 31","Mac OS X","Mac OS X:: 10",NA,"www.staples.com","3rd-10th Page","navigation",467298,2236,145,19,3421,494,2927,"16 TCP Windows","3K Nodes","160 Scripts","20 Images","2014-09-01T22:00:01.216",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801219,"skuskuset","US","US:: MI","US:: MI:: Belleville","AT&T U-verse","Cable/DSL","IE","IE:: 11","Windows 7",NA,NA,NA,"Entry Page","navigation",490138,2666,146,30,10143,4966,5177,"32 TCP Windows","3K Nodes","160 Scripts","40 Images","2014-09-01T22:00:01.219",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801220,"home","US","US:: CT","US:: CT:: Tolland","Comcast Cable","Cable/DSL","Chrome","Chrome:: 36","Windows 7",NA,NA,"www.shopathome.com","11th+ Page","navigation",457816,2497,109,50,4456,1158,3298,"16 TCP Windows","3K Nodes","120 Scripts","60 Images","2014-09-01T22:00:01.22",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801273,"class","US","US:: ME","US:: ME:: Augusta","Time Warner Cable","Cable/DSL","Firefox","Firefox:: 31","Windows 7",NA,NA,"www.google.com","Entry Page","navigation",633038,3990,157,49,17523,1890,15633,"32 TCP Windows","4K Nodes","160 Scripts","60 Images","2014-09-01T22:00:01.273",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801388,"category","US","US:: CA","US:: CA:: Rocklin","Wave Broadband","Cable/DSL","Firefox","Firefox:: 31","Mac OS X","Mac OS X:: 10",NA,"www.staples.com","3rd-10th Page","navigation",393621,1681,112,13,2322,431,1891,"16 TCP Windows","2K Nodes","120 Scripts","20 Images","2014-09-01T22:00:01.388",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801410,"category","US","US:: WA","US:: WA:: Marysville","Frontier Communications","Cable/DSL","Chrome","Chrome:: 36","Mac OS X","Mac OS X:: 10",NA,"www.staples.com","3rd-10th Page","navigation",452345,2303,122,52,1212,182,1030,"16 TCP Windows","3K Nodes","140 Scripts","60 Images","2014-09-01T22:00:01.41",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801448,"dailydealstemplate","US","US:: NJ","US:: NJ:: Lakewood","Optimum Online","Cable/DSL","IE","IE:: 10","Windows 8",NA,NA,"www.staples.com","3rd-10th Page","navigation",796345,4285,101,222,2738,433,2305,"32 TCP Windows","5K Nodes","120 Scripts","240 Images","2014-09-01T22:00:01.448",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801461,"addressbook","US","US:: NC","US:: NC:: Charlotte","LPL Financial Services","Corporate","Chrome","Chrome:: 36","Windows 7",NA,NA,"www.staples.com","11th+ Page","navigation",386812,1647,104,6,2414,167,2247,"16 TCP Windows","2K Nodes","120 Scripts","20 Images","2014-09-01T22:00:01.461",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801587,"couponinfo","US","US:: DE","US:: DE:: Newark","Comcast Cable","Cable/DSL","Firefox","Firefox:: 31","Windows 8.1",NA,NA,"www.staples.com","3rd-10th Page","navigation",426579,2026,116,22,3869,1249,2620,"16 TCP Windows","3K Nodes","120 Scripts","40 Images","2014-09-01T22:00:01.587",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801602,"skuskuset","US","US:: CA","US:: CA:: Sun Valley","AT&T U-verse","Cable/DSL","IE","IE:: 11","Windows 8.1",NA,NA,"www.staples.com","3rd-10th Page","navigation",569708,3548,150,62,10414,1526,8888,"32 TCP Windows","4K Nodes","160 Scripts","80 Images","2014-09-01T22:00:01.602",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801620,"login","US","US:: CA","US:: CA:: Clovis","Comcast Cable","Cable/DSL","IE","IE:: 9","Windows Vista",NA,NA,"www.staples.com","11th+ Page","navigation",20522,123,24,3,4187,462,3725,"1 TCP Windows","1K Nodes","40 Scripts","20 Images","2014-09-01T22:00:01.62",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801625,"dailydealstemplate","US","US:: MD","US:: MD:: District Heights","Comcast Cable","Cable/DSL","Chrome","Chrome:: 36","Windows XP",NA,NA,"www.staples.com","3rd-10th Page","navigation",911788,4376,107,223,2859,758,2101,"32 TCP Windows","5K Nodes","120 Scripts","240 Images","2014-09-01T22:00:01.625",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801712,"searchresults","US","US:: MA","US:: MA:: Revere","Comcast Cable","Cable/DSL","Chrome","Chrome:: 35","Windows 7",NA,NA,"www.staples.com","3rd-10th Page","navigation",461823,2383,141,24,3377,1491,1886,"16 TCP Windows","3K Nodes","160 Scripts","40 Images","2014-09-01T22:00:01.712",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801723,"login","US","US:: NJ","US:: NJ:: Secaucus","Verizon Internet Services","Cable/DSL","IE","IE:: 11","Windows 8.1",NA,NA,"www.staples.com","11th+ Page","navigation",15823,109,21,2,3077,735,2342,"1 TCP Windows","1K Nodes","40 Scripts","20 Images","2014-09-01T22:00:01.723",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801753,"thematic","US","US:: CA","US:: CA:: San Diego","Cox Communications","Cable/DSL","Safari","Safari:: 6","Mac OS X","Mac OS X:: 10",NA,"www.google.com","3rd-10th Page","none",400386,1750,105,10,2744,1299,1445,"16 TCP Windows","2K Nodes","120 Scripts","20 Images","2014-09-01T22:00:01.753",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801763,"searchnoresults","US","US:: VA","US:: VA:: Goldvein","Verizon Internet Services","Cable/DSL","Chrome","Chrome:: 36","Windows 7",NA,NA,"www.staples.com","11th+ Page","navigation",425708,2099,111,24,5097,1494,3603,"16 TCP Windows","3K Nodes","120 Scripts","40 Images","2014-09-01T22:00:01.763",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801791,"skuskuset","US","US:: IL",NA,"Hughes Network Systems","Cable/DSL","Firefox","Firefox:: 31","Windows 7",NA,NA,"www.staples.com","11th+ Page","navigation",368310,2852,84,38,7405,3866,3539,"16 TCP Windows","3K Nodes","100 Scripts","40 Images","2014-09-01T22:00:01.791",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801792,"searchresults","US","US:: PA","US:: PA:: Media","Comcast Cable","Cable/DSL","IE","IE:: 10","Windows 8",NA,NA,"www.staples.com","11th+ Page","navigation",469711,3583,154,55,10805,8915,1890,"16 TCP Windows","4K Nodes","160 Scripts","60 Images","2014-09-01T22:00:01.792",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801809,"searchresults","US","US:: NJ","US:: NJ:: Bernardsville","Verizon FiOS","Cable/DSL","Chrome","Chrome:: 37","Mac OS X","Mac OS X:: 10",NA,"www.staples.com","11th+ Page","navigation",538991,3413,158,32,4065,2223,1842,"32 TCP Windows","4K Nodes","160 Scripts","40 Images","2014-09-01T22:00:01.809",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801819,"searchresults","US","US:: CA","US:: CA:: Rocklin","Wave Broadband","Cable/DSL","IE","IE:: 10","Windows 7",NA,NA,"www.staples.com","3rd-10th Page","navigation",452563,3282,149,31,8224,6077,2147,"16 TCP Windows","4K Nodes","160 Scripts","40 Images","2014-09-01T22:00:01.819",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801840,"searchresults","US","US:: LA","US:: LA:: New Orleans","Cox Communications","Cable/DSL","Safari","Safari:: 5","Mac OS X","Mac OS X:: 10",NA,"www.staples.com","2nd Page","cookie",524065,3227,147,32,6345,3128,3217,"32 TCP Windows","4K Nodes","160 Scripts","40 Images","2014-09-01T22:00:01.84",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801841,"category","US","US:: NY","US:: NY:: Glen Head","Optimum Online","Cable/DSL","Safari","Safari:: 8","Mac OS X","Mac OS X:: 10",NA,"www.staples.com","11th+ Page","navigation",415937,1816,122,33,1034,0,1034,"16 TCP Windows","2K Nodes","140 Scripts","40 Images","2014-09-01T22:00:01.841",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801884,"searchresults","US","US:: NY","US:: NY:: Brooklyn","Optimum Online","Corporate","Firefox","Firefox:: 31","Mac OS X","Mac OS X:: 10",NA,"www.staples.com","11th+ Page","navigation",530469,3390,147,32,3945,2068,1877,"32 TCP Windows","4K Nodes","160 Scripts","40 Images","2014-09-01T22:00:01.884",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801908,"zipcode","US","US:: MA","US:: MA:: Framingham","The Paper Company","Corporate","IE","IE:: 8","Windows XP",NA,NA,"www.staples.com","3rd-10th Page","none",325362,1710,103,6,7139,893,6246,"16 TCP Windows","2K Nodes","120 Scripts","20 Images","2014-09-01T22:00:01.908",2014,9,36,1,22,18,12,0,0,0,0,0
1409608801955,"skuskuset","US","US:: MI","US:: MI:: Midland","Charter Communications","Cable/DSL","IE","IE:: 10","Windows 7",NA,NA,"www.staples.com","11th+ Page","navigation",395669,2221,141,19,3639,1273,2366,"16 TCP Windows","3K Nodes","160 Scripts","20 Images","2014-09-01T22:00:01.955",2014,9,36,1,22,18,12,0,0,0,0,0
1409608802032,"searchresults","US","US:: CA","US:: CA:: Ladera Ranch","Cox Communications","Cable/DSL","Safari","Safari:: 7","Mac OS X","Mac OS X:: 10",NA,"www.staples.com","11th+ Page","cookie",413603,1864,130,17,2734,1658,1076,"16 TCP Windows","2K Nodes","140 Scripts","20 Images","2014-09-01T22:00:02.032",2014,9,36,1,22,18,12,0,0,0,0,0
1409608802080,"yourcart","US","US:: MD","US:: MD:: Halethorpe","Comcast Cable","Cable/DSL","Firefox","Firefox:: 28","Ubuntu",NA,NA,"www.staples.com","3rd-10th Page","navigation",414068,1924,117,15,2177,357,1820,"16 TCP Windows","2K Nodes","120 Scripts","20 Images","2014-09-01T22:00:02.08",2014,9,36,1,22,18,12,0,0,0,0,0
1409608802089,"searchresults","US",NA,NA,"Buckeye Cablevision","Corporate","Chrome","Chrome:: 36","Mac OS X","Mac OS X:: 10",NA,"www.staples.com","11th+ Page","navigation",534892,3750,130,23,2513,1046,1467,"32 TCP Windows","4K Nodes","140 Scripts","40 Images","2014-09-01T22:00:02.089",2014,9,36,1,22,18,12,0,0,0,0,0
1409608802122,"skuskuset","US","US:: NC","US:: NC:: Charlotte","BellSouth.net","Cable/DSL","Firefox","Firefox:: 31","Windows 7",NA,NA,"www.google.com","2nd Page","navigation",522143,2716,146,31,6895,969,5926,"32 TCP Windows","3K Nodes","160 Scripts","40 Images","2014-09-01T22:00:02.122",2014,9,36,1,22,18,12,0,0,0,0,0
1409608802141,"searchresults","US","US:: PA","US:: PA:: Taylor","Verizon Internet Services","Cable/DSL","Chrome","Chrome:: 36","Windows XP",NA,NA,"www.staples.com","3rd-10th Page","navigation",575940,3971,145,53,9191,1834,7357,"32 TCP Windows","4K Nodes","160 Scripts","60 Images","2014-09-01T22:00:02.141",2014,9,36,1,22,18,12,0,0,0,0,0
